year,quarter,market,dur_stay,mode,mode_detail,nationality,purpose,sex,age,package,Visits (000s),Spend (£m),Nights (000s),sample
2002,January-March,USA,1-3  nights,Air,Air,UK,Holiday,Male,25-34,Independent,0.405252014,0.045388199,0.810504028,1
2002,January-March,USA,1-3  nights,Air,Air,UK,Holiday,Male,35-44,Independent,0.429082001,0,1.28725,1
2002,January-March,USA,1-3  nights,Air,Air,UK,Miscellaneous,Male,16-24,Independent,0.375868011,0.0101484,0.375868011,1
2002,January-March,USA,1-3  nights,Air,Air,UK,Miscellaneous,Male,25-34,Independent,0.410749008,0.03696778,0.610258011,2
2002,January-March,USA,1-3  nights,Air,Air,UK,Miscellaneous,Male,35-44,Independent,0.529216003,0.120604902,0.928233978,2
2002,January-March,USA,1-3  nights,Air,Air,UK,Miscellaneous,Male,55-64,Independent,0.211240005,0.065906898,0.633719971,1
2002,January-March,USA,1-3  nights,Air,Air,UK,Miscellaneous,Female,25-34,Independent,0.833334015,0.0251256,0.833334015,2
2002,January-March,USA,1-3  nights,Air,Air,UK,Miscellaneous,Female,35-44,Independent,0.199509003,0.042295898,0.199509003,1
2002,January-March,USA,1-3  nights,Air,Air,France,Holiday,Male,35-44,Independent,0.189365005,0.0212089,0.568094971,1
2002,January-March,USA,1-3  nights,Air,Air,Germany,Holiday,Male,25-34,Independent,0.159292999,0.161205,0.477878998,1
2002,January-March,USA,1-3  nights,Air,Air,Germany,Miscellaneous,Female,45-54,Independent,0.252487,0.0282785,0.252487,1
2002,January-March,USA,1-3  nights,Air,Air,Italy,Miscellaneous,Male,25-34,Independent,0.189365005,0.0117406,0.189365005,1
2002,January-March,USA,1-3  nights,Air,Air,Italy,Miscellaneous,Male,35-44,Independent,0.507647003,0,0.507647003,1
2002,January-March,USA,1-3  nights,Air,Air,Italy,Miscellaneous,Female,25-34,Independent,0.189365005,0.106423,0.568094971,1
2002,January-March,USA,1-3  nights,Air,Air,Spain,Miscellaneous,Male,25-34,Independent,0.319666992,0.016622699,0.319666992,1
2002,January-March,USA,1-3  nights,Air,Air,Irish Republic,Holiday,Male,35-44,Independent,0.572864014,0.293306,1.14572998,1
2002,January-March,USA,1-3  nights,Air,Air,Czech Republic,Miscellaneous,Male,55-64,Independent,0.392497009,0.091059297,0.392497009,1
2002,January-March,USA,1-3  nights,Air,Air,Bulgaria,Holiday,Male,25-34,Independent,0.463113007,0.071319398,0.463113007,1
2002,January-March,USA,1-3  nights,Air,Air,Bulgaria,Miscellaneous,Female,25-34,Independent,0.940697998,0.040920398,0.940697998,1
2002,January-March,USA,1-3  nights,Air,Air,Romania,Miscellaneous,Female,25-34,Independent,0.187923004,0.00413431,0.187923004,1
2002,January-March,USA,1-3  nights,Air,Air,Other Western Europe,Miscellaneous,Male,25-34,Independent,0.959002014,0.090146203,0.959002014,1
2002,January-March,USA,1-3  nights,Air,Air,Other Eastern Europe,Miscellaneous,Female,25-34,Independent,0.187923004,0.00507392,0.375846008,1
2002,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Male,0 -15,Independent,0.396376007,0.018497699,1.189130005,1
2002,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Male,16-24,Independent,2.094915039,0.438458701,4.408091949,4
2002,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Male,16-24,Non-Independent,0.782330994,0.374533,2.009485962,2
2002,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Male,25-34,Independent,6.441304092,2.156006998,17.63493283,18
2002,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Male,25-34,Non-Independent,1.67740303,0.395651297,3.573805908,3
2002,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Male,35-44,Independent,3.785090042,1.130015297,8.580439911,11
2002,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Male,35-44,Non-Independent,0.195139008,0.042405898,0.585416992,1
2002,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Male,45-54,Independent,3.002880051,1.184391695,7.024534897,9
2002,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Male,45-54,Non-Independent,0.947161011,0.269605102,2.089460999,3
2002,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Male,55-64,Independent,2.470217026,1.349464793,6.219747833,9
2002,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Male,55-64,Non-Independent,0.218990005,0.131238,0.218990005,1
2002,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Male,65+,Independent,0.218990005,0.221618,0.656969971,1
2002,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Female,16-24,Independent,3.073479004,0.441527272,4.881492004,9
2002,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Female,16-24,Non-Independent,0.414129013,0.111539203,1.242386963,2
2002,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Female,25-34,Independent,1.85473204,0.604083297,3.473767029,7
2002,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Female,25-34,Non-Independent,1.473012009,0.611280305,4.419039917,4
2002,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Female,35-44,Independent,3.536292038,1.125974502,8.192241882,11
2002,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Female,35-44,Non-Independent,1.045947021,0.251447402,2.28703302,4
2002,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Female,45-54,Independent,2.746404053,0.925808994,6.465299988,10
2002,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Female,45-54,Non-Independent,1.200110001,0.245354203,2.814352966,4
2002,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Female,55-64,Independent,1.07109903,0.376911096,2.580177979,5
2002,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Female,55-64,Non-Independent,0.609268021,0.119247,1.437526001,3
2002,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Female,65+,Independent,0.600813004,0.028850301,0.982636002,2
2002,January-March,USA,1-3  nights,Air,Air,USA,Miscellaneous,Male,16-24,Independent,1.115193008,0.068226041,1.115193008,4
2002,January-March,USA,1-3  nights,Air,Air,USA,Miscellaneous,Male,25-34,Independent,2.348837067,0.129450748,2.567827072,8
2002,January-March,USA,1-3  nights,Air,Air,USA,Miscellaneous,Male,25-34,Non-Independent,0.396376007,0.084031703,1.189130005,1
2002,January-March,USA,1-3  nights,Air,Air,USA,Miscellaneous,Male,35-44,Independent,7.459400146,1.250369498,8.823721115,23
2002,January-March,USA,1-3  nights,Air,Air,USA,Miscellaneous,Male,45-54,Independent,4.570040039,0.610193228,5.569586014,18
2002,January-March,USA,1-3  nights,Air,Air,USA,Miscellaneous,Male,55-64,Independent,4.169142075,0.455099402,4.169142075,11
2002,January-March,USA,1-3  nights,Air,Air,USA,Miscellaneous,Male,65+,Independent,0.556498001,0.028931319,0.556498001,2
2002,January-March,USA,1-3  nights,Air,Air,USA,Miscellaneous,Female,0 -15,Independent,0.381294006,0.048475799,0.381294006,2
2002,January-March,USA,1-3  nights,Air,Air,USA,Miscellaneous,Female,16-24,Independent,1.556174057,0.179119591,1.556174057,5
2002,January-March,USA,1-3  nights,Air,Air,USA,Miscellaneous,Female,25-34,Independent,3.21067601,0.331213834,4.249468979,11
2002,January-March,USA,1-3  nights,Air,Air,USA,Miscellaneous,Female,25-34,Non-Independent,0.444822998,0.027579,0.444822998,1
2002,January-March,USA,1-3  nights,Air,Air,USA,Miscellaneous,Female,35-44,Independent,2.521240067,0.358637251,2.521240067,8
2002,January-March,USA,1-3  nights,Air,Air,USA,Miscellaneous,Female,45-54,Independent,3.819903,0.436416601,3.819903,11
2002,January-March,USA,1-3  nights,Air,Air,USA,Miscellaneous,Female,55-64,Independent,1.664751007,0.151246898,2.190591003,4
2002,January-March,USA,1-3  nights,Air,Air,USA,Miscellaneous,Female,55-64,Non-Independent,0.337507996,0.0209255,0.337507996,1
2002,January-March,USA,1-3  nights,Air,Air,USA,Miscellaneous,Female,65+,Independent,0.218990005,0.028906699,0.218990005,1
2002,January-March,USA,1-3  nights,Air,Air,USA,Miscellaneous,Female,65+,Non-Independent,0.186154999,0.0208494,0.186154999,1
2002,January-March,USA,1-3  nights,Air,Air,Canada,Holiday,Male,45-54,Independent,0.375285004,0.661252,0.750570007,1
2002,January-March,USA,1-3  nights,Air,Air,Canada,Miscellaneous,Female,45-54,Independent,0.189365005,0.00321921,0.189365005,1
2002,January-March,USA,1-3  nights,Air,Air,Mexico,Holiday,Female,35-44,Non-Independent,0.486092987,0.139752,1.458280029,1
2002,January-March,USA,1-3  nights,Air,Air,Other Central & South America,Holiday,Female,25-34,Independent,0.187923004,0.067934203,0.563768982,1
2002,January-March,USA,1-3  nights,Air,Air,Other Central & South America,Miscellaneous,Male,25-34,Independent,0.386459991,0.030723601,0.579689987,2
2002,January-March,USA,1-3  nights,Air,Air,China,Miscellaneous,Male,25-34,Independent,0.386459015,0.108981,0.386459015,1
2002,January-March,USA,1-3  nights,Air,Air,Other Asia,Miscellaneous,Male,25-34,Independent,0.193229996,0.00850212,0.193229996,1
2002,January-March,USA,1-3  nights,Air,Air,Other Asia,Miscellaneous,Male,55-64,Independent,0.193229996,0,0.193229996,1
2002,January-March,USA,1-3  nights,Air,Air,Australia,Miscellaneous,Male,65+,Independent,0.184526001,0.021312801,0.184526001,1
2002,January-March,USA,1-3  nights,Air,Air,New Zealand,Miscellaneous,Male,45-54,Independent,0.463113007,0.09818,0.463113007,1
2002,January-March,USA,1-3  nights,Air,Air,Other Middle East,Miscellaneous,Male,45-54,Independent,0.313235992,0.097729602,0.313235992,1
2002,January-March,USA,1-3  nights,Air,Air,India,Holiday,Male,35-44,Independent,0.658136993,0.226398801,1.697996033,2
2002,January-March,USA,1-3  nights,Air,Air,India,Holiday,Female,25-34,Independent,0.187923004,0.0163493,0.187923004,1
2002,January-March,USA,1-3  nights,Air,Air,India,Holiday,Female,35-44,Independent,0.471087006,0.040984602,1.41326001,1
2002,January-March,USA,1-3  nights,Air,Air,India,Miscellaneous,Male,16-24,Independent,0.187923004,0.0101478,0.187923004,1
2002,January-March,USA,1-3  nights,Air,Air,India,Miscellaneous,Male,25-34,Independent,0.367432007,0,0.367432007,2
2002,January-March,USA,1-3  nights,Air,Air,India,Miscellaneous,Male,35-44,Independent,0.179509003,0.0111296,0.179509003,1
2002,January-March,USA,1-3  nights,Air,Air,Pakistan,Miscellaneous,Male,65+,Independent,0.193229996,0.00811566,0.193229996,1
2002,January-March,USA,1-3  nights,Air,Air,South Africa,Holiday,Female,25-34,Independent,0.233339996,0.017967199,0.466679993,1
2002,January-March,USA,1-3  nights,Air,Air,South Africa,Miscellaneous,Male,35-44,Independent,0.187923004,0.058632,0.187923004,1
2002,January-March,USA,1-3  nights,Air,Air,South Africa,Miscellaneous,Male,45-54,Independent,0.489860992,0.201823,0.489860992,1
2002,January-March,USA,1-3  nights,Air,Air,Nigeria,Miscellaneous,Male,35-44,Independent,0.281166992,0,0.281166992,1
2002,January-March,USA,4-7  nights,Air,Air,UK,Holiday,Male,35-44,Independent,0.68757901,0.363763898,3.860369873,3
2002,January-March,USA,4-7  nights,Air,Air,UK,Holiday,Male,45-54,Independent,0.211240005,0.055344898,0.844960022,1
2002,January-March,USA,4-7  nights,Air,Air,UK,Holiday,Female,35-44,Independent,0.211240005,0.00957614,1.478680054,1
2002,January-March,USA,4-7  nights,Air,Air,UK,Holiday,Female,45-54,Independent,0.211240005,0.0183779,1.056199951,1
2002,January-March,USA,4-7  nights,Air,Air,UK,Holiday,Female,65+,Non-Independent,0.199509003,0.150214,1.396560059,1
2002,January-March,USA,4-7  nights,Air,Air,Austria,Holiday,Male,25-34,Independent,0.527367004,0.639169,3.691570068,1
2002,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Male,0 -15,Independent,1.079670013,0.555737297,7.167404968,3
2002,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Male,0 -15,Non-Independent,0.218990005,0.064018398,1.313939941,1
2002,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Male,16-24,Independent,4.52966803,1.788599896,26.79315002,10
2002,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Male,16-24,Non-Independent,0.882803009,0.380497,6.179620117,3
2002,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Male,25-34,Independent,6.547253006,3.062352809,36.91478119,18
2002,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Male,25-34,Non-Independent,1.101793015,0.721772,6.391769775,4
2002,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Male,35-44,Independent,5.121717041,3.706463799,25.34320593,15
2002,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Male,35-44,Non-Independent,1.467475037,0.906820195,8.43232489,6
2002,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Male,45-54,Independent,7.193425079,3.352460297,41.12684619,25
2002,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Male,45-54,Non-Independent,2.319584061,1.191596996,13.89974475,10
2002,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Male,55-64,Independent,4.802979095,5.044122697,26.26627094,17
2002,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Male,55-64,Non-Independent,1.49207103,0.796384902,8.373850952,6
2002,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Male,65+,Independent,2.136825012,1.773310297,10.72283008,6
2002,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Male,65+,Non-Independent,1.804983032,1.149751098,11.46302002,7
2002,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Female,0 -15,Independent,2.43038002,1.335839406,13.6371911,9
2002,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Female,0 -15,Non-Independent,1.559852036,0.660578902,9.328410034,6
2002,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Female,16-24,Independent,6.472105072,2.197337297,38.20820667,19
2002,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Female,16-24,Non-Independent,1.628481003,0.993490602,10.5234101,5
2002,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Female,25-34,Independent,6.01840509,3.388930408,31.32952295,20
2002,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Female,25-34,Non-Independent,1.094950027,0.543295094,5.474749878,5
2002,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Female,35-44,Independent,5.409222046,3.463487799,28.03447607,18
2002,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Female,35-44,Non-Independent,1.210081024,0.756765797,7.447165894,5
2002,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Female,45-54,Independent,5.065412033,2.448104301,26.94103204,17
2002,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Female,45-54,Non-Independent,2.772223053,1.371152699,15.78732574,11
2002,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Female,55-64,Independent,6.437876083,5.044715703,36.74039136,20
2002,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Female,55-64,Non-Independent,2.813155075,1.8107045,15.84154578,13
2002,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Female,65+,Independent,2.600028961,1.136952,15.0958396,4
2002,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Female,65+,Non-Independent,2.140586029,1.139911902,12.46168988,8
2002,January-March,USA,4-7  nights,Air,Air,USA,Miscellaneous,Male,16-24,Independent,0.390278015,0.188894898,2.146524963,2
2002,January-March,USA,4-7  nights,Air,Air,USA,Miscellaneous,Male,25-34,Independent,0.218990005,0.155045,0.875960022,1
2002,January-March,USA,4-7  nights,Air,Air,USA,Miscellaneous,Male,35-44,Independent,0.444822998,0.183267,3.11376001,1
2002,January-March,USA,4-7  nights,Air,Air,USA,Miscellaneous,Male,45-54,Non-Independent,0.218990005,0.073736602,1.313939941,1
2002,January-March,USA,4-7  nights,Air,Air,USA,Miscellaneous,Female,0 -15,Independent,0.378628998,0.15915,2.27177002,1
2002,January-March,USA,4-7  nights,Air,Air,USA,Miscellaneous,Female,25-34,Independent,0.218990005,0.16687,1.094949951,1
2002,January-March,USA,4-7  nights,Air,Air,USA,Miscellaneous,Female,25-34,Non-Independent,0.396376007,0.187619,2.774629883,1
2002,January-March,USA,4-7  nights,Air,Air,USA,Miscellaneous,Female,35-44,Independent,0.891758026,0.246850203,5.641809814,3
2002,January-March,USA,4-7  nights,Air,Air,USA,Miscellaneous,Female,45-54,Independent,0.615366013,0.106296803,3.514810059,2
2002,January-March,USA,4-7  nights,Air,Air,USA,Miscellaneous,Female,55-64,Independent,0.218990005,0.017738199,1.532930054,1
2002,January-March,USA,4-7  nights,Air,Air,Other Central & South America,Holiday,Male,45-54,Independent,0.647088989,0.33131,2.588360107,1
2002,January-March,USA,4-7  nights,Air,Air,Other Central & South America,Holiday,Female,55-64,Independent,0.187923004,0.075169203,0.751692017,1
2002,January-March,USA,4-7  nights,Air,Air,Malaysia,Holiday,Female,25-34,Independent,0.193229996,0.00676305,0.772919983,1
2002,January-March,USA,4-7  nights,Air,Air,Other Asia,Holiday,Male,35-44,Non-Independent,0.193229996,0.068533297,0.772919983,1
2002,January-March,USA,4-7  nights,Air,Air,Japan,Holiday,Female,25-34,Independent,0.577401001,0.253371,2.699082031,2
2002,January-March,USA,4-7  nights,Air,Air,Australia,Holiday,Female,55-64,Independent,0.193229996,0.127918,0.772919983,1
2002,January-March,USA,4-7  nights,Air,Air,Australia,Holiday,Female,65+,Non-Independent,0.193229996,0.108192,1.159380005,1
2002,January-March,USA,4-7  nights,Air,Air,India,Holiday,Male,25-34,Independent,0.227244003,0.082262297,1.136219971,1
2002,January-March,USA,4-7  nights,Air,Air,Other Africa,Holiday,Male,25-34,Independent,0.224121994,0.190728,1.120609985,1
2002,January-March,USA,4-7  nights,Air,Air,Other Africa,Holiday,Female,25-34,Independent,0.231636002,0,0.926544006,1
2002,January-March,USA,8-14 nights,Air,Air,UK,Holiday,Male,25-34,Independent,0.816001022,0.435470898,7.54352002,3
2002,January-March,USA,8-14 nights,Air,Air,UK,Holiday,Male,35-44,Independent,0.410749008,0.4250709,4.940720215,2
2002,January-March,USA,8-14 nights,Air,Air,UK,Holiday,Male,45-54,Independent,1.038972031,0.117145498,10.19570984,4
2002,January-March,USA,8-14 nights,Air,Air,UK,Holiday,Male,55-64,Independent,0.211240005,0.055344898,2.323639893,1
2002,January-March,USA,8-14 nights,Air,Air,UK,Holiday,Female,0 -15,Independent,0.211240005,0.037741602,1.901160034,1
2002,January-March,USA,8-14 nights,Air,Air,UK,Holiday,Female,25-34,Independent,0.633720016,0.282216898,7.604639648,3
2002,January-March,USA,8-14 nights,Air,Air,UK,Holiday,Female,35-44,Independent,1.037291977,0.915815,10.71709985,3
2002,January-March,USA,8-14 nights,Air,Air,UK,Holiday,Female,45-54,Independent,0.199509003,0.0343155,2.194600098,1
2002,January-March,USA,8-14 nights,Air,Air,UK,Holiday,Female,55-64,Independent,0.199509003,0.279313,2.793129883,1
2002,January-March,USA,8-14 nights,Air,Air,Denmark,Holiday,Female,25-34,Independent,0.203695007,0.817224,2.036949951,1
2002,January-March,USA,8-14 nights,Air,Air,Irish Republic,Holiday,Male,35-44,Independent,0.212246994,0.066221102,2.759209961,1
2002,January-March,USA,8-14 nights,Air,Air,Other Eastern Europe,Holiday,Female,35-44,Independent,0.381718994,0.270257,3.05375,1
2002,January-March,USA,8-14 nights,Air,Air,USA,Holiday,Male,0 -15,Independent,0.870823013,0.385477301,8.670800171,3
2002,January-March,USA,8-14 nights,Air,Air,USA,Holiday,Male,16-24,Independent,1.485665039,1.045897002,13.19926001,5
2002,January-March,USA,8-14 nights,Air,Air,USA,Holiday,Male,25-34,Independent,2.889150055,1.253587598,26.65247986,9
2002,January-March,USA,8-14 nights,Air,Air,USA,Holiday,Male,25-34,Non-Independent,0.615366013,0.318194,5.141920044,2
2002,January-March,USA,8-14 nights,Air,Air,USA,Holiday,Male,35-44,Independent,2.708250046,4.408618301,26.6069801,10
2002,January-March,USA,8-14 nights,Air,Air,USA,Holiday,Male,35-44,Non-Independent,0.444822998,0.131383,3.558580078,1
2002,January-March,USA,8-14 nights,Air,Air,USA,Holiday,Male,45-54,Independent,3.842148087,2.058611002,41.79445007,14
2002,January-March,USA,8-14 nights,Air,Air,USA,Holiday,Male,55-64,Independent,2.002641998,1.697855,18.56221997,6
2002,January-March,USA,8-14 nights,Air,Air,USA,Holiday,Male,55-64,Non-Independent,0.880703033,0.589599,7.43589978,2
2002,January-March,USA,8-14 nights,Air,Air,USA,Holiday,Male,65+,Independent,2.829562057,3.624725398,27.75015991,10
2002,January-March,USA,8-14 nights,Air,Air,USA,Holiday,Male,65+,Non-Independent,0.858952011,1.302987,9.020660034,3
2002,January-March,USA,8-14 nights,Air,Air,USA,Holiday,Female,0 -15,Independent,0.218990005,0.18636,2.627879883,1
2002,January-March,USA,8-14 nights,Air,Air,USA,Holiday,Female,16-24,Independent,7.480237122,2.272923402,73.66804053,8
2002,January-March,USA,8-14 nights,Air,Air,USA,Holiday,Female,16-24,Non-Independent,0.591515015,0.510575,5.518769897,2
2002,January-March,USA,8-14 nights,Air,Air,USA,Holiday,Female,25-34,Independent,2.516862015,0.8612635,28.83318994,7
2002,January-March,USA,8-14 nights,Air,Air,USA,Holiday,Female,25-34,Non-Independent,0.444822998,0.232295,3.558580078,1
2002,January-March,USA,8-14 nights,Air,Air,USA,Holiday,Female,35-44,Independent,3.847920013,2.785303898,33.80503003,11
2002,January-March,USA,8-14 nights,Air,Air,USA,Holiday,Female,35-44,Non-Independent,0.92902301,0.745792797,8.023689941,3
2002,January-March,USA,8-14 nights,Air,Air,USA,Holiday,Female,45-54,Independent,4.525989044,4.111483199,42.39172034,14
2002,January-March,USA,8-14 nights,Air,Air,USA,Holiday,Female,45-54,Non-Independent,1.264626007,0.792067102,11.53762,4
2002,January-March,USA,8-14 nights,Air,Air,USA,Holiday,Female,55-64,Independent,3.346063065,2.845544797,33.52565015,12
2002,January-March,USA,8-14 nights,Air,Air,USA,Holiday,Female,65+,Independent,2.739796997,2.7674673,27.24149011,7
2002,January-March,USA,8-14 nights,Air,Air,USA,Holiday,Female,65+,Non-Independent,0.390278015,0.588959,3.317359985,2
2002,January-March,USA,8-14 nights,Air,Air,USA,Miscellaneous,Male,16-24,Independent,0.444822998,0.450161,5.782700195,1
2002,January-March,USA,8-14 nights,Air,Air,USA,Miscellaneous,Male,65+,Independent,0.444822998,0.116544,3.558580078,1
2002,January-March,USA,8-14 nights,Air,Air,USA,Miscellaneous,Female,16-24,Independent,0.763645996,0.340013,8.018280273,2
2002,January-March,USA,8-14 nights,Air,Air,USA,Miscellaneous,Female,45-54,Independent,0.994568008,0.266325602,8.39452002,2
2002,January-March,USA,8-14 nights,Air,Air,Canada,Holiday,Male,45-54,Independent,0.989737,0.407772,10.88709961,1
2002,January-March,USA,8-14 nights,Air,Air,Other Central & South America,Holiday,Female,25-34,Independent,0.193229996,0.035167898,2.125530029,1
2002,January-March,USA,8-14 nights,Air,Air,Philippines,Holiday,Female,35-44,Independent,0.294983002,0.106194,2.654850098,1
2002,January-March,USA,8-14 nights,Air,Air,Australia,Holiday,Male,0 -15,Independent,0.193229996,0.062703102,1.932300049,1
2002,January-March,USA,8-14 nights,Air,Air,Nigeria,Holiday,Male,25-34,Independent,0.313235992,0.160377,4.385299805,1
2002,January-March,USA,15+  nights,Air,Air,UK,Holiday,Male,0 -15,Independent,0.211240005,0.118717,4.013560059,1
2002,January-March,USA,15+  nights,Air,Air,UK,Holiday,Male,16-24,Independent,0.329707001,0.0534125,6.264430176,1
2002,January-March,USA,15+  nights,Air,Air,UK,Holiday,Male,25-34,Independent,1.442543991,0.451541199,29.09656934,4
2002,January-March,USA,15+  nights,Air,Air,UK,Holiday,Male,35-44,Independent,0.399018005,0.279113,8.778400146,2
2002,January-March,USA,15+  nights,Air,Air,UK,Holiday,Male,45-54,Independent,0.199509003,0.071224703,8.778400391,1
2002,January-March,USA,15+  nights,Air,Air,UK,Holiday,Male,55-64,Independent,0.211240005,0.055344898,4.224799805,1
2002,January-March,USA,15+  nights,Air,Air,UK,Holiday,Female,25-34,Independent,0.701515015,0.290244,11.36768018,3
2002,January-March,USA,15+  nights,Air,Air,UK,Holiday,Female,35-44,Independent,0.211240005,0.150403,3.379840088,1
2002,January-March,USA,15+  nights,Air,Air,UK,Miscellaneous,Male,55-64,Independent,0.428082001,1.78168,24.82880078,1
2002,January-March,USA,15+  nights,Air,Air,UK,Miscellaneous,Female,45-54,Independent,0.211240005,0,3.168600098,1
2002,January-March,USA,15+  nights,Air,Air,USA,Holiday,Male,0 -15,Independent,0.195139008,0.024782699,3.122219971,1
2002,January-March,USA,15+  nights,Air,Air,USA,Holiday,Male,16-24,Independent,1.634712006,0.529365,37.13144043,4
2002,January-March,USA,15+  nights,Air,Air,USA,Holiday,Male,25-34,Independent,0.828258026,0.824517195,16.58900977,4
2002,January-March,USA,15+  nights,Air,Air,USA,Holiday,Male,35-44,Independent,0.994478012,0.655466102,20.10855029,4
2002,January-March,USA,15+  nights,Air,Air,USA,Holiday,Male,45-54,Independent,1.208727005,1.549077199,22.08125977,2
2002,January-March,USA,15+  nights,Air,Air,USA,Holiday,Male,65+,Independent,0.880703033,2.138196,17.02865991,2
2002,January-March,USA,15+  nights,Air,Air,USA,Holiday,Female,0 -15,Independent,0.444822998,0.368165,12.0102002,1
2002,January-March,USA,15+  nights,Air,Air,USA,Holiday,Female,16-24,Independent,0.775578003,0.397096,26.36969922,1
2002,January-March,USA,15+  nights,Air,Air,USA,Holiday,Female,16-24,Non-Independent,0.218990005,0.160741,5.693740234,1
2002,January-March,USA,15+  nights,Air,Air,USA,Holiday,Female,25-34,Independent,2.003326035,2.041172,38.8013208,5
2002,January-March,USA,15+  nights,Air,Air,USA,Holiday,Female,35-44,Independent,0.822688004,1.6150901,20.8788501,3
2002,January-March,USA,15+  nights,Air,Air,USA,Holiday,Female,45-54,Independent,0.795952011,4.156809004,53.38986035,3
2002,January-March,USA,15+  nights,Air,Air,USA,Holiday,Female,45-54,Non-Independent,0.218990005,0.178485,5.91272998,1
2002,January-March,USA,15+  nights,Air,Air,USA,Holiday,Female,55-64,Non-Independent,0.218990005,0.116943,5.693740234,1
2002,January-March,USA,15+  nights,Air,Air,USA,Holiday,Female,65+,Independent,0.337507996,0.096864797,5.400129883,1
2002,January-March,USA,15+  nights,Air,Air,USA,Miscellaneous,Male,0 -15,Independent,0.375203003,0.94251,111.06,1
2002,January-March,USA,15+  nights,Air,Air,USA,Miscellaneous,Male,0 -15,Non-Independent,0.218990005,0.195865,5.693740234,1
2002,January-March,USA,15+  nights,Air,Air,USA,Miscellaneous,Male,16-24,Non-Independent,0.218990005,0.330835,4.160810059,1
2002,January-March,USA,15+  nights,Air,Air,USA,Miscellaneous,Male,45-54,Independent,0.218990005,1.62622,17.30019922,1
2002,January-March,USA,15+  nights,Air,Air,USA,Miscellaneous,Female,0 -15,Independent,0.195139008,0.038117102,3.122219971,1
2002,January-March,USA,15+  nights,Air,Air,USA,Miscellaneous,Female,16-24,Independent,0.633119019,0.909508,24.58324976,3
2002,January-March,USA,15+  nights,Air,Air,USA,Miscellaneous,Female,45-54,Independent,0.218990005,0,6.788689941,1
2002,January-March,USA,15+  nights,Air,Air,USA,Miscellaneous,Female,55-64,Independent,0.381822998,0.157311,65.67360156,1
2002,January-March,USA,15+  nights,Air,Air,Other Central & South America,Holiday,Male,25-34,Independent,0.426222992,0.41983,6.819569824,1
2002,January-March,USA,15+  nights,Air,Air,Other Central & South America,Holiday,Female,45-54,Independent,0.187923004,0,2.818840088,1
2002,January-March,USA,15+  nights,Air,Air,Thailand,Holiday,Female,25-34,Independent,0.570853027,0.292277,11.98790039,1
2002,January-March,USA,15+  nights,Air,Air,New Zealand,Holiday,Female,35-44,Independent,0.187923004,0.31308,3.946379883,1
