year,quarter,market,dur_stay,mode,mode_detail,nationality,purpose,sex,age,package,Visits (000s),Spend (£m),Nights (000s),sample
2005,October-December,USA,4-7  nights,Air,Air,Irish Republic,Holiday,Male,25-34,Independent,0.254097,0.195909,1.016390015,1
2005,October-December,USA,4-7  nights,Air,Air,USA,Holiday,Male,0 -15,Independent,0.747690002,0.272142703,4.781880005,2
2005,October-December,USA,4-7  nights,Air,Air,USA,Holiday,Male,16-24,Independent,3.270649963,1.331780498,19.15904578,9
2005,October-December,USA,4-7  nights,Air,Air,USA,Holiday,Male,16-24,Non-Independent,0.267119995,0.163447,1.602719971,1
2005,October-December,USA,4-7  nights,Air,Air,USA,Holiday,Male,25-34,Independent,4.264676941,3.564775398,23.97942554,14
2005,October-December,USA,4-7  nights,Air,Air,USA,Holiday,Male,25-34,Non-Independent,0.267119995,0.246745,1.869839966,1
2005,October-December,USA,4-7  nights,Air,Air,USA,Holiday,Male,35-44,Independent,7.92124295,4.159290295,45.4237594,21
2005,October-December,USA,4-7  nights,Air,Air,USA,Holiday,Male,35-44,Non-Independent,0.788835999,0.651822703,5.25472998,2
2005,October-December,USA,4-7  nights,Air,Air,USA,Holiday,Male,45-54,Independent,5.554749969,6.614903005,30.16692761,16
2005,October-December,USA,4-7  nights,Air,Air,USA,Holiday,Male,45-54,Non-Independent,0.451947998,0.233295,2.033765991,2
2005,October-December,USA,4-7  nights,Air,Air,USA,Holiday,Male,55-64,Independent,8.279700012,6.114109791,46.03394177,18
2005,October-December,USA,4-7  nights,Air,Air,USA,Holiday,Male,55-64,Non-Independent,0.225973999,0.127882,1.129869995,1
2005,October-December,USA,4-7  nights,Air,Air,USA,Holiday,Male,65+,Independent,3.182685974,2.236388602,18.02532983,6
2005,October-December,USA,4-7  nights,Air,Air,USA,Holiday,Male,65+,Non-Independent,0.225973999,0.19401,1.355839966,1
2005,October-December,USA,4-7  nights,Air,Air,USA,Holiday,Female,0 -15,Independent,2.175450012,0.882072297,13.72024023,4
2005,October-December,USA,4-7  nights,Air,Air,USA,Holiday,Female,16-24,Independent,2.822474976,2.129127102,16.28756018,7
2005,October-December,USA,4-7  nights,Air,Air,USA,Holiday,Female,16-24,Non-Independent,0.788835999,0.425082,4.987609985,2
2005,October-December,USA,4-7  nights,Air,Air,USA,Holiday,Female,25-34,Independent,6.04858197,4.055215703,31.71816528,14
2005,October-December,USA,4-7  nights,Air,Air,USA,Holiday,Female,25-34,Non-Independent,0.986187988,0.511722898,5.013231934,4
2005,October-December,USA,4-7  nights,Air,Air,USA,Holiday,Female,35-44,Independent,6.432166962,4.524425201,33.08833752,19
2005,October-December,USA,4-7  nights,Air,Air,USA,Holiday,Female,35-44,Non-Independent,0.267119995,0.126575,1.335599976,1
2005,October-December,USA,4-7  nights,Air,Air,USA,Holiday,Female,45-54,Independent,8.627189911,6.318794602,50.35069946,24
2005,October-December,USA,4-7  nights,Air,Air,USA,Holiday,Female,45-54,Non-Independent,1.991074982,1.060159,11.03638,6
2005,October-December,USA,4-7  nights,Air,Air,USA,Holiday,Female,55-64,Independent,3.240881989,2.642169703,17.76637988,9
2005,October-December,USA,4-7  nights,Air,Air,USA,Holiday,Female,65+,Independent,1.157544983,0.565599102,6.054839966,3
2005,October-December,USA,4-7  nights,Air,Air,USA,Holiday,Female,65+,Non-Independent,0.708475983,0.273371,4.959329956,2
2005,October-December,USA,4-7  nights,Air,Air,USA,Miscellaneous,Male,16-24,Independent,1.59248999,0.100327,11.14740039,1
2005,October-December,USA,4-7  nights,Air,Air,USA,Miscellaneous,Male,25-34,Independent,0.400878998,0.205651,2.004400024,1
2005,October-December,USA,4-7  nights,Air,Air,USA,Miscellaneous,Male,35-44,Independent,0.557871002,0.101806201,3.370859985,2
2005,October-December,USA,4-7  nights,Air,Air,USA,Miscellaneous,Male,45-54,Independent,0.267119995,0.153861,1.335599976,1
2005,October-December,USA,4-7  nights,Air,Air,USA,Miscellaneous,Male,55-64,Independent,0.267119995,0.0168286,1.335599976,1
2005,October-December,USA,4-7  nights,Air,Air,USA,Miscellaneous,Female,16-24,Independent,0.788835999,0.276538602,3.677060059,2
2005,October-December,USA,4-7  nights,Air,Air,USA,Miscellaneous,Female,25-34,Independent,0.451947998,0.774639,2.033765991,2
2005,October-December,USA,4-7  nights,Air,Air,USA,Miscellaneous,Female,35-44,Independent,0.225973999,0.093327297,0.903895996,1
2005,October-December,USA,4-7  nights,Air,Air,USA,Miscellaneous,Female,45-54,Independent,0.53423999,0.509933,2.671199951,2
2005,October-December,USA,4-7  nights,Air,Air,USA,Miscellaneous,Female,65+,Independent,0.521716003,0.371462,2.608580078,1
2005,October-December,USA,4-7  nights,Air,Air,Canada,Holiday,Female,45-54,Independent,0.277891998,0.081978102,1.389459961,1
2005,October-December,USA,4-7  nights,Air,Air,Japan,Holiday,Female,35-44,Independent,0.222740005,0.069717602,1.559180054,1
2005,October-December,USA,4-7  nights,Air,Air,South Korea,Holiday,Female,35-44,Independent,0.222740005,0.133377,1.559180054,1
2005,October-December,USA,4-7  nights,Air,Air,India,Holiday,Male,25-34,Independent,0.30676001,0.065339898,1.533800049,1
2005,October-December,USA,4-7  nights,Air,Air,Kenya,Holiday,Male,25-34,Independent,0.200177002,0.031628,1.000890015,1
2005,October-December,USA,4-7  nights,Air,Air,Kenya,Holiday,Female,25-34,Independent,0.358981995,0.045231699,1.794910034,1
2005,October-December,USA,8-14 nights,Air,Air,UK,Holiday,Male,25-34,Independent,0.729273987,0.144796,8.67302002,2
2005,October-December,USA,8-14 nights,Air,Air,UK,Holiday,Male,35-44,Independent,0.835962982,0.579653,8.250400146,2
2005,October-December,USA,8-14 nights,Air,Air,UK,Holiday,Male,45-54,Independent,1.005143967,0.576459,11.7769895,2
2005,October-December,USA,8-14 nights,Air,Air,UK,Holiday,Male,55-64,Independent,0.651393005,1.1217,9.1195,1
2005,October-December,USA,8-14 nights,Air,Air,UK,Holiday,Female,16-24,Non-Independent,0.249302002,0.275977,2.243719971,1
2005,October-December,USA,8-14 nights,Air,Air,UK,Holiday,Female,35-44,Independent,0.256136993,0.0110139,3.585919922,1
2005,October-December,USA,8-14 nights,Air,Air,UK,Holiday,Female,65+,Independent,0.242246002,0.245395,3.149199951,1
2005,October-December,USA,8-14 nights,Air,Air,UK,Miscellaneous,Male,25-34,Independent,1.146719971,0.301587,14.9072998,1
2005,October-December,USA,8-14 nights,Air,Air,USA,Holiday,Male,16-24,Independent,0.801359985,0.502987602,8.013599854,3
2005,October-December,USA,8-14 nights,Air,Air,USA,Holiday,Male,25-34,Independent,3.810580017,2.02767308,40.71802979,7
2005,October-December,USA,8-14 nights,Air,Air,USA,Holiday,Male,25-34,Non-Independent,0.521716003,0.392419,4.17372998,1
2005,October-December,USA,8-14 nights,Air,Air,USA,Holiday,Male,35-44,Independent,1.355977997,1.3575065,14.54596973,5
2005,October-December,USA,8-14 nights,Air,Air,USA,Holiday,Male,45-54,Independent,5.955384979,5.147700703,60.78520947,18
2005,October-December,USA,8-14 nights,Air,Air,USA,Holiday,Male,45-54,Non-Independent,0.225973999,0.226371,3.163639893,1
2005,October-December,USA,8-14 nights,Air,Air,USA,Holiday,Male,55-64,Independent,3.14470697,3.409729,32.83161987,9
2005,October-December,USA,8-14 nights,Air,Air,USA,Holiday,Male,55-64,Non-Independent,0.719067993,0.338618199,6.286780029,3
2005,October-December,USA,8-14 nights,Air,Air,USA,Holiday,Male,65+,Independent,2.443058014,3.113396,24.95743945,6
2005,October-December,USA,8-14 nights,Air,Air,USA,Holiday,Male,65+,Non-Independent,0.225973999,0.153,3.163639893,1
2005,October-December,USA,8-14 nights,Air,Air,USA,Holiday,Female,16-24,Independent,1.144664978,0.865414203,13.10059961,3
2005,October-December,USA,8-14 nights,Air,Air,USA,Holiday,Female,25-34,Independent,1.171015991,0.845135398,11.62787988,5
2005,October-December,USA,8-14 nights,Air,Air,USA,Holiday,Female,35-44,Independent,1.055955994,2.341297297,12.11217993,3
2005,October-December,USA,8-14 nights,Air,Air,USA,Holiday,Female,35-44,Non-Independent,0.992310974,0.987222,8.580569824,2
2005,October-December,USA,8-14 nights,Air,Air,USA,Holiday,Female,45-54,Independent,2.931990997,1.305434602,28.6519104,7
2005,October-December,USA,8-14 nights,Air,Air,USA,Holiday,Female,45-54,Non-Independent,0.614840027,0.941968,7.378080078,1
2005,October-December,USA,8-14 nights,Air,Air,USA,Holiday,Female,55-64,Independent,2.829077972,3.245619203,29.84566968,8
2005,October-December,USA,8-14 nights,Air,Air,USA,Holiday,Female,55-64,Non-Independent,0.267119995,0.138036,2.136959961,1
2005,October-December,USA,8-14 nights,Air,Air,USA,Holiday,Female,65+,Independent,1.161092987,1.012833199,10.86063989,4
2005,October-December,USA,8-14 nights,Air,Air,USA,Holiday,Female,65+,Non-Independent,0.400878998,0.085387203,3.607909912,1
2005,October-December,USA,8-14 nights,Air,Air,USA,Miscellaneous,Male,55-64,Independent,0.267119995,0.270593,2.136959961,1
2005,October-December,USA,8-14 nights,Air,Air,USA,Miscellaneous,Male,65+,Independent,0.493093994,0.1103551,5.239209961,2
2005,October-December,USA,8-14 nights,Air,Air,USA,Miscellaneous,Female,0 -15,Independent,0.627487,0.624663,5.647379883,1
2005,October-December,USA,8-14 nights,Air,Air,USA,Miscellaneous,Female,45-54,Independent,0.614840027,0.069476898,4.918720215,1
2005,October-December,USA,8-14 nights,Air,Air,USA,Miscellaneous,Female,55-64,Independent,0.521716003,0.319812,6.260589844,1
2005,October-December,USA,8-14 nights,Air,Air,India,Holiday,Female,25-34,Independent,0.30676001,0.36167,3.067600098,1
2005,October-December,USA,15+  nights,Air,Air,UK,Holiday,Male,35-44,Independent,0.256136993,0.147535,5.891149902,1
2005,October-December,USA,15+  nights,Air,Air,UK,Holiday,Male,45-54,Independent,0.459953003,0.54106,27.82684912,2
2005,October-December,USA,15+  nights,Air,Air,UK,Holiday,Female,25-34,Independent,0.484492004,0,7.509629883,2
2005,October-December,USA,15+  nights,Air,Air,UK,Miscellaneous,Female,25-34,Independent,0.256136993,0.041750301,8.196379883,1
2005,October-December,USA,15+  nights,Air,Air,USA,Holiday,Male,16-24,Independent,0.47979599,1.83618,10.0757002,1
2005,October-December,USA,15+  nights,Air,Air,USA,Holiday,Male,45-54,Independent,1.228798004,2.783924,28.93351953,4
2005,October-December,USA,15+  nights,Air,Air,USA,Holiday,Male,45-54,Non-Independent,0.441355988,0.61764,7.944410156,1
2005,October-December,USA,15+  nights,Air,Air,USA,Holiday,Male,55-64,Independent,2.837968994,9.210392297,140.2518667,6
2005,October-December,USA,15+  nights,Air,Air,USA,Holiday,Male,55-64,Non-Independent,0.478485992,0.462347,8.134259766,1
2005,October-December,USA,15+  nights,Air,Air,USA,Holiday,Male,65+,Independent,1.906246002,1.2859,30.50763013,3
2005,October-December,USA,15+  nights,Air,Air,USA,Holiday,Female,25-34,Independent,0.971627014,0.204042,22.34740039,1
2005,October-December,USA,15+  nights,Air,Air,USA,Holiday,Female,35-44,Independent,0.267119995,0.0925125,12.02040039,1
2005,October-December,USA,15+  nights,Air,Air,USA,Holiday,Female,45-54,Independent,0.801359985,1.056727602,17.62992017,3
2005,October-December,USA,15+  nights,Air,Air,USA,Holiday,Female,55-64,Independent,0.398915009,0.204643,13.56309961,1
2005,October-December,USA,15+  nights,Air,Air,USA,Holiday,Female,65+,Independent,0.493093994,0.365945,11.19747998,2
2005,October-December,USA,15+  nights,Air,Air,USA,Miscellaneous,Male,55-64,Independent,0.410936005,3.29283,14.7937002,1
2005,October-December,USA,15+  nights,Air,Air,USA,Miscellaneous,Female,45-54,Independent,1.012559998,4.112,22.27630078,1
2005,October-December,USA,15+  nights,Air,Air,China,Miscellaneous,Male,45-54,Independent,0.252731003,0.098059602,7.834660156,1
2005,October-December,USA,15+  nights,Air,Air,Australia,Holiday,Male,25-34,Independent,0.222740005,0.077142203,3.341100098,1
2006,January-March,USA,Nil  nights,Air,Air,USA,Holiday,Male,55-64,Independent,0.247537003,0.0123768,0,1
2006,January-March,USA,Nil  nights,Air,Air,USA,Holiday,Female,16-24,Independent,1.078380005,0.025881199,0,1
2006,January-March,USA,1-3  nights,Air,Air,UK,Holiday,Male,65+,Independent,0.282552002,0,0.847656006,1
2006,January-March,USA,1-3  nights,Air,Air,UK,Holiday,Female,25-34,Independent,0.282552002,0.074593703,0.847656006,1
2006,January-March,USA,1-3  nights,Air,Air,UK,Miscellaneous,Male,25-34,Independent,0.263612,0,0.790835999,1
2006,January-March,USA,1-3  nights,Air,Air,UK,Miscellaneous,Male,45-54,Independent,0.479554993,0.078647,0.479554993,1
2006,January-March,USA,1-3  nights,Air,Air,UK,Miscellaneous,Male,55-64,Independent,1.042536987,0.053858301,1.042536987,2
2006,January-March,USA,1-3  nights,Air,Air,UK,Miscellaneous,Female,25-34,Independent,0.499166992,0.0643925,0.499166992,1
2006,January-March,USA,1-3  nights,Air,Air,UK,Miscellaneous,Female,35-44,Independent,0.806981995,0.027195199,0.806981995,2
2006,January-March,USA,1-3  nights,Air,Air,UK,Miscellaneous,Female,65+,Independent,0.263612,0.043232398,0.263612,1
2006,January-March,USA,1-3  nights,Air,Air,Belgium,Miscellaneous,Male,45-54,Independent,0.586197998,0.066093797,0.586197998,1
2006,January-March,USA,1-3  nights,Air,Air,France,Miscellaneous,Male,25-34,Independent,0.267053009,0,0.267053009,1
2006,January-March,USA,1-3  nights,Air,Air,France,Miscellaneous,Female,55-64,Independent,0.415343994,0.021390199,0.415343994,1
2006,January-March,USA,1-3  nights,Air,Air,Germany,Holiday,Female,16-24,Independent,0.237641998,0.122148,0.712926025,1
2006,January-March,USA,1-3  nights,Air,Air,Germany,Miscellaneous,Male,25-34,Independent,0.415343994,0,0.415343994,1
2006,January-March,USA,1-3  nights,Air,Air,Netherlands,Miscellaneous,Male,35-44,Independent,0.798737976,0.410551,2.396209961,1
2006,January-March,USA,1-3  nights,Air,Air,Sweden,Miscellaneous,Male,25-34,Independent,0.237641998,0.092442703,0.237641998,1
2006,January-March,USA,1-3  nights,Air,Air,Sweden,Miscellaneous,Male,45-54,Independent,0.475612991,0.081917461,0.475612991,2
2006,January-March,USA,1-3  nights,Air,Air,Sweden,Miscellaneous,Female,16-24,Independent,0.237970993,0.027128699,0.237970993,1
2006,January-March,USA,1-3  nights,Air,Air,Irish Republic,Miscellaneous,Female,25-34,Independent,0.267053009,0.051808301,0.267053009,1
2006,January-March,USA,1-3  nights,Air,Air,South Cyprus,Miscellaneous,Male,45-54,Independent,0.237641998,0.00570341,0.237641998,1
2006,January-March,USA,1-3  nights,Air,Air,Romania,Miscellaneous,Male,35-44,Non-Independent,0.237641998,0.00689162,0.237641998,1
2006,January-March,USA,1-3  nights,Air,Air,Ukraine,Miscellaneous,Female,16-24,Independent,0.237970993,0.0295084,0.237970993,1
2006,January-March,USA,1-3  nights,Air,Air,Other Eastern Europe,Miscellaneous,Male,25-34,Independent,0.457003998,0.0520985,0.457003998,1
2006,January-March,USA,1-3  nights,Air,Air,Other Eastern Europe,Miscellaneous,Female,25-34,Independent,0.237641998,0.027091199,0.237641998,1
2006,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Male,0 -15,Independent,0.247537003,0.0210406,0.742611023,1
2006,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Male,0 -15,Non-Independent,0.247537003,0.063574199,0.247537003,1
2006,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Male,16-24,Independent,3.476011978,1.117453602,8.509347931,7
2006,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Male,16-24,Non-Independent,0.247537003,0.075910898,0.742611023,1
2006,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Male,25-34,Independent,6.929751038,3.275220797,17.47655682,12
2006,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Male,25-34,Non-Independent,0.552046021,0.185166195,1.38011499,2
2006,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Male,35-44,Independent,3.56261203,1.458238602,8.670601837,9
2006,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Male,35-44,Non-Independent,0.993209,0.334312,2.979629944,3
2006,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Male,45-54,Independent,3.448355026,1.366371902,6.984830902,7
2006,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Male,45-54,Non-Independent,1.042114014,0.359866102,3.126337891,3
2006,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Male,55-64,Independent,3.035460007,1.098999803,6.623379883,8
2006,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Male,55-64,Non-Independent,0.247537003,0.052972898,0.495074005,1
2006,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Male,65+,Independent,4.179354996,1.740490598,9.846577942,11
2006,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Female,0 -15,Independent,0.766091003,0.484670797,2.298268921,2
2006,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Female,0 -15,Non-Independent,0.27602301,0.102461,0.82806897,1
2006,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Female,16-24,Independent,2.703719009,0.824350504,6.712180084,6
2006,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Female,16-24,Non-Independent,1.213637009,0.339394398,2.917337982,3
2006,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Female,25-34,Independent,5.017765091,1.295490303,13.60616187,16
2006,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Female,25-34,Non-Independent,1.036680008,0.503183203,2.86250296,3
2006,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Female,35-44,Independent,4.80265506,3.032620996,12.54318384,14
2006,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Female,35-44,Non-Independent,1.439416,0.415765398,3.402391968,4
2006,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Female,45-54,Independent,2.262469025,1.388835203,5.750728973,7
2006,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Female,45-54,Non-Independent,0.523560013,0.254998203,1.323142975,2
2006,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Female,55-64,Independent,5.307645035,3.131567699,13.37094894,11
2006,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Female,55-64,Non-Independent,0.490067993,0.135383,1.470199951,1
2006,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Female,65+,Independent,0.469648987,0.194435,1.408949951,1
2006,January-March,USA,1-3  nights,Air,Air,USA,Holiday,Female,65+,Non-Independent,0.513119995,0.041049602,1.539359985,1
2006,January-March,USA,1-3  nights,Air,Air,USA,Miscellaneous,Male,0 -15,Independent,1.550274048,0.344283898,2.102320007,3
2006,January-March,USA,1-3  nights,Air,Air,USA,Miscellaneous,Male,16-24,Independent,0.552046021,0.16616555,1.10409198,2
2006,January-March,USA,1-3  nights,Air,Air,USA,Miscellaneous,Male,25-34,Independent,2.013220032,0.292591898,2.508294052,6
2006,January-March,USA,1-3  nights,Air,Air,USA,Miscellaneous,Male,35-44,Independent,2.943107025,0.429185867,4.418313004,7
2006,January-March,USA,1-3  nights,Air,Air,USA,Miscellaneous,Male,45-54,Independent,1.26923201,0.189545,1.26923201,4
2006,January-March,USA,1-3  nights,Air,Air,USA,Miscellaneous,Male,45-54,Non-Independent,0.426205994,0.0106552,0.426205994,1
2006,January-March,USA,1-3  nights,Air,Air,USA,Miscellaneous,Male,55-64,Independent,2.733165985,0.596540498,3.672466949,7
2006,January-March,USA,1-3  nights,Air,Air,USA,Miscellaneous,Male,65+,Independent,1.978350998,0.366491297,1.978350998,6
2006,January-March,USA,1-3  nights,Air,Air,USA,Miscellaneous,Female,0 -15,Independent,0.765673004,0.1594126,1.317718964,2
2006,January-March,USA,1-3  nights,Air,Air,USA,Miscellaneous,Female,16-24,Independent,1.935648026,0.187677199,1.935648026,4
2006,January-March,USA,1-3  nights,Air,Air,USA,Miscellaneous,Female,25-34,Independent,2.926755051,0.252657402,2.926755051,7
2006,January-March,USA,1-3  nights,Air,Air,USA,Miscellaneous,Female,35-44,Independent,1.065166016,0.161887699,1.341189026,3
2006,January-March,USA,1-3  nights,Air,Air,USA,Miscellaneous,Female,45-54,Independent,2.716827011,0.458333598,2.716827011,6
2006,January-March,USA,1-3  nights,Air,Air,USA,Miscellaneous,Female,45-54,Non-Independent,0.247537003,0.00965394,0.247537003,1
2006,January-March,USA,1-3  nights,Air,Air,USA,Miscellaneous,Female,55-64,Independent,2.215457977,0.420001081,3.194757935,5
2006,January-March,USA,1-3  nights,Air,Air,USA,Miscellaneous,Female,55-64,Non-Independent,0.495074005,0.01258304,0.495074005,2
2006,January-March,USA,1-3  nights,Air,Air,USA,Miscellaneous,Female,65+,Independent,1.531764008,0.1354491,1.531764008,4
2006,January-March,USA,1-3  nights,Air,Air,Canada,Holiday,Female,55-64,Independent,0.237970993,0.027128699,0.713913025,1
2006,January-March,USA,1-3  nights,Air,Air,Canada,Miscellaneous,Female,25-34,Independent,0.316855988,0.049746398,0.316855988,1
2006,January-March,USA,1-3  nights,Air,Air,Mexico,Holiday,Male,45-54,Non-Independent,0.493549011,0.056264602,0.987098022,1
2006,January-March,USA,1-3  nights,Air,Air,Taiwan,Holiday,Female,35-44,Independent,1.380219971,0.364379,4.140669922,1
2006,January-March,USA,1-3  nights,Air,Air,Other Asia,Miscellaneous,Male,16-24,Independent,0.699031982,0.044738,0.699031982,1
2006,January-March,USA,1-3  nights,Air,Air,Other Middle East,Miscellaneous,Female,45-54,Independent,0.237970993,0,0.237970993,1
2006,January-March,USA,1-3  nights,Air,Air,India,Holiday,Male,25-34,Independent,0.237641998,0.065351602,0.712926025,1
2006,January-March,USA,1-3  nights,Air,Air,India,Miscellaneous,Male,25-34,Independent,0.237641998,0,0.237641998,1
2006,January-March,USA,1-3  nights,Air,Air,Pakistan,Holiday,Male,35-44,Independent,0.237970993,0.103993,0.713913025,1
2006,January-March,USA,1-3  nights,Air,Air,South Africa,Holiday,Male,25-34,Independent,0.237970993,0.027128699,0.475941986,1
2006,January-March,USA,1-3  nights,Air,Air,South Africa,Miscellaneous,Male,16-24,Independent,0.794689026,0.050860102,0.794689026,1
2006,January-March,USA,1-3  nights,Air,Air,Nigeria,Holiday,Male,35-44,Independent,0.475941986,0.244634,1.427829956,1
2006,January-March,USA,1-3  nights,Air,Air,Nigeria,Miscellaneous,Female,35-44,Independent,0.237641998,0.0627375,0.237641998,1
2006,January-March,USA,1-3  nights,Air,Air,Kenya,Miscellaneous,Male,35-44,Independent,0.237641998,0.0368345,0.237641998,1
2006,January-March,USA,4-7  nights,Air,Air,UK,Holiday,Male,25-34,Independent,1.534165009,0.598412797,9.882380127,3
2006,January-March,USA,4-7  nights,Air,Air,UK,Holiday,Male,35-44,Independent,0.263612,0.109135,1.318060059,1
2006,January-March,USA,4-7  nights,Air,Air,UK,Holiday,Male,45-54,Independent,0.263612,0.030051801,1.318060059,1
2006,January-March,USA,4-7  nights,Air,Air,UK,Holiday,Male,55-64,Independent,0.263612,0.056413,1.318060059,1
2006,January-March,USA,4-7  nights,Air,Air,UK,Holiday,Male,65+,Independent,0.958403015,0.109258,4.79202002,1
2006,January-March,USA,4-7  nights,Air,Air,UK,Holiday,Female,35-44,Independent,0.565104004,0.018083301,3.108070068,2
2006,January-March,USA,4-7  nights,Air,Air,UK,Miscellaneous,Male,45-54,Independent,0.263612,0.069593602,1.845280029,1
2006,January-March,USA,4-7  nights,Air,Air,UK,Miscellaneous,Female,45-54,Independent,0.263612,0.109135,1.054449951,1
2006,January-March,USA,4-7  nights,Air,Air,Italy,Holiday,Female,25-34,Independent,0.237970993,0.0152301,0.951883972,1
2006,January-March,USA,4-7  nights,Air,Air,Denmark,Holiday,Female,35-44,Independent,0.267053009,0.0170914,1.068209961,1
2006,January-March,USA,4-7  nights,Air,Air,Portugal,Holiday,Male,35-44,Non-Independent,0.237641998,0.120648,1.66348999,1
2006,January-March,USA,4-7  nights,Air,Air,Sweden,Holiday,Female,55-64,Independent,0.237970993,0.070915398,0.951883972,1
2006,January-March,USA,4-7  nights,Air,Air,Poland,Holiday,Male,25-34,Non-Independent,0.237970993,0.365903,1.665800049,1
2006,January-March,USA,4-7  nights,Air,Air,Russia,Miscellaneous,Male,25-34,Independent,0.457003998,0.1892,2.28502002,1
2006,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Male,0 -15,Independent,1.075606033,0.236005705,6.149130005,4
2006,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Male,0 -15,Non-Independent,0.326483002,0.198743,2.285379883,1
2006,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Male,16-24,Independent,3.903690002,1.235469199,21.98218829,9
2006,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Male,16-24,Non-Independent,1.588726028,0.771951,10.59752014,5
2006,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Male,25-34,Independent,5.367061035,3.829835602,29.9133894,13
2006,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Male,25-34,Non-Independent,0.523560013,0.217255898,2.865329956,2
2006,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Male,35-44,Independent,4.060695053,3.617270797,20.33576965,13
2006,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Male,35-44,Non-Independent,0.552046021,0.187060102,2.76022998,2
2006,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Male,45-54,Independent,4.979064987,3.957839,27.64850775,13
2006,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Male,45-54,Non-Independent,1.289651016,0.657531297,6.971810059,4
2006,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Male,55-64,Independent,7.040948944,4.197734797,44.64510022,14
2006,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Male,55-64,Non-Independent,1.532182007,0.815322,9.683169922,4
2006,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Male,65+,Independent,2.36483905,1.456572102,12.56137976,8
2006,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Male,65+,Non-Independent,1.469292007,0.590520402,8.990377991,4
2006,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Female,0 -15,Independent,1.758882004,0.8553565,9.161318054,5
2006,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Female,0 -15,Non-Independent,0.27602301,0.149867,1.932160034,1
2006,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Female,16-24,Independent,6.72624501,2.525318092,35.28558594,15
2006,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Female,16-24,Non-Independent,3.143542038,1.457112305,19.82509021,9
2006,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Female,25-34,Independent,5.449998062,3.0743266,30.81162964,13
2006,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Female,25-34,Non-Independent,0.760656998,0.545579,4.581988098,2
2006,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Female,35-44,Independent,6.134256134,2.915000998,29.26129578,12
2006,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Female,35-44,Non-Independent,1.979943024,3.054122,9.98552002,5
2006,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Female,45-54,Independent,5.560857117,3.411655504,31.16464764,16
2006,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Female,45-54,Non-Independent,2.793347015,1.469026,15.04234998,8
2006,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Female,55-64,Independent,4.322123047,2.286013398,25.74906958,10
2006,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Female,55-64,Non-Independent,2.089234039,1.0807065,11.70232794,7
2006,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Female,65+,Independent,1.713536041,1.141094,11.4996698,4
2006,January-March,USA,4-7  nights,Air,Air,USA,Holiday,Female,65+,Non-Independent,0.766091003,0.373334,4.534569946,2
